site_uid	site_name	collection_location	country	iso3c	lat_n	lon_e	google_lat_long_site	coords_source	site_study_type	pretreatment_samples	study_design_age_min_years	study_design_age_max_years	study_design_sex
kasai_l	kasai_l	kasai_l	DRC	COD	-6.791335	21.362778				pre_treatment			
mongala_i	mongala_i	mongala_i	DRC	COD	2.035945	20.18949				pre_treatment			
kasai_oriental_k	kasai_oriental_k	kasai_oriental_k	DRC	COD	-6.404643	23.168274				pre_treatment			
kasai_m	kasai_m	kasai_m	DRC	COD	-5.688443	21.218621				pre_treatment			
mai_ndombe_m	mai_ndombe_m	mai_ndombe_m	DRC	COD	-3.015876	16.938626				pre_treatment			
kasai_n	kasai_n	kasai_n	DRC	COD	-4.676866	21.565503				pre_treatment			
lomami_p	lomami_p	lomami_p	DRC	COD	-5.324901	24.573838				pre_treatment			
maniema_v	maniema_v	maniema_v	DRC	COD	-3.588684	26.682257				pre_treatment			
kongo_central_p	kongo_central_p	kongo_central_p	DRC	COD	-5.240645	14.856764				pre_treatment			
kwango_i	kwango_i	kwango_i	DRC	COD	-5.701714	16.601963				pre_treatment			
sud_kivu_h	sud_kivu_h	sud_kivu_h	DRC	COD	-2.521637	27.298871				pre_treatment			
kwango_j	kwango_j	kwango_j	DRC	COD	-5.34928	16.64473				pre_treatment			
tanganyka_l	tanganyka_l	tanganyka_l	DRC	COD	-5.371278	27.623989				pre_treatment			
lomami_q	lomami_q	lomami_q	DRC	COD	-5.240589	25.725235				pre_treatment			
kasai_oriental_l	kasai_oriental_l	kasai_oriental_l	DRC	COD	-6.493507	23.651313				pre_treatment			
bas_uele_l	bas_uele_l	bas_uele_l	DRC	COD	2.776867	26.732548				pre_treatment			
sankuru_f	sankuru_f	sankuru_f	DRC	COD	-4.968923	23.422473				pre_treatment			
kasai_o	kasai_o	kasai_o	DRC	COD	-4.348708	20.606735				pre_treatment			
sud_ubangi_h	sud_ubangi_h	sud_ubangi_h	DRC	COD	2.872799	20.115791				pre_treatment			
kwilu_h	kwilu_h	kwilu_h	DRC	COD	-3.968973	17.69172				pre_treatment			
kasai_oriental_m	kasai_oriental_m	kasai_oriental_m	DRC	COD	-6.110498	23.617341				pre_treatment			
kinshasa_s	kinshasa_s	kinshasa_s	DRC	COD	-4.385414	15.266999				pre_treatment			
sud_kivu_i	sud_kivu_i	sud_kivu_i	DRC	COD	-3.0478	29.037362				pre_treatment			
kongo_central_q	kongo_central_q	kongo_central_q	DRC	COD	-5.211906	15.375346				pre_treatment			
haut_katanga_g	haut_katanga_g	haut_katanga_g	DRC	COD	-12.174502	27.55686				pre_treatment			
kongo_central_r	kongo_central_r	kongo_central_r	DRC	COD	-5.405974	14.835362				pre_treatment			
kongo_central_s	kongo_central_s	kongo_central_s	DRC	COD	-4.662035	14.16906				pre_treatment			
kwango_k	kwango_k	kwango_k	DRC	COD	-4.396414	17.384939				pre_treatment			
kinshasa_t	kinshasa_t	kinshasa_t	DRC	COD	-4.357829	15.318846				pre_treatment			
nord_ubangi_m	nord_ubangi_m	nord_ubangi_m	DRC	COD	3.366455	20.892378				pre_treatment			
sud_kivu_j	sud_kivu_j	sud_kivu_j	DRC	COD	-3.1765	29.106016				pre_treatment			
maniema_w	maniema_w	maniema_w	DRC	COD	-2.947	25.901652				pre_treatment			
tshuapa_i	tshuapa_i	tshuapa_i	DRC	COD	-1.635467	19.93892				pre_treatment			
haut_lomami_j	haut_lomami_j	haut_lomami_j	DRC	COD	-6.932566	25.699087				pre_treatment			
sud_kivu_k	sud_kivu_k	sud_kivu_k	DRC	COD	-4.412052	28.769927				pre_treatment			
kwilu_i	kwilu_i	kwilu_i	DRC	COD	-4.578737	18.686908				pre_treatment			
haut_katanga_h	haut_katanga_h	haut_katanga_h	DRC	COD	-8.700108	28.553165				pre_treatment			
ituri_o	ituri_o	ituri_o	DRC	COD	1.839969	30.174864				pre_treatment			
kasai_central_p	kasai_central_p	kasai_central_p	DRC	COD	-7.558661	22.553592				pre_treatment			
sud_ubangi_i	sud_ubangi_i	sud_ubangi_i	DRC	COD	4.261393	18.640027				pre_treatment			
lualaba_i	lualaba_i	lualaba_i	DRC	COD	-9.444266	22.835696				pre_treatment			
kasai_oriental_n	kasai_oriental_n	kasai_oriental_n	DRC	COD	-6.124174	23.414548				pre_treatment			
sud_kivu_l	sud_kivu_l	sud_kivu_l	DRC	COD	-4.035079	29.087154				pre_treatment			
sud_kivu_m	sud_kivu_m	sud_kivu_m	DRC	COD	-1.694769	29.062303				pre_treatment			
kwango_l	kwango_l	kwango_l	DRC	COD	-4.400204	17.615276				pre_treatment			
haut_lomami_k	haut_lomami_k	haut_lomami_k	DRC	COD	-7.843511	26.678371				pre_treatment			
mongala_j	mongala_j	mongala_j	DRC	COD	2.804755	20.838732				pre_treatment			
haut_uele_i	haut_uele_i	haut_uele_i	DRC	COD	2.64416	27.337259				pre_treatment			
haut_uele_j	haut_uele_j	haut_uele_j	DRC	COD	3.24852	27.97601				pre_treatment			
lualaba_j	lualaba_j	lualaba_j	DRC	COD	-10.729997	25.46572				pre_treatment			
kinshasa_u	kinshasa_u	kinshasa_u	DRC	COD	-4.383546	15.312596				pre_treatment			
kasai_central_q	kasai_central_q	kasai_central_q	DRC	COD	-4.886132	22.101688				pre_treatment			
maniema_x	maniema_x	maniema_x	DRC	COD	-1.635781	26.409259				pre_treatment			
kongo_central_t	kongo_central_t	kongo_central_t	DRC	COD	-5.059481	15.126617				pre_treatment			
equateur_h	equateur_h	equateur_h	DRC	COD	0.297361	18.555608				pre_treatment			
kinshasa_v	kinshasa_v	kinshasa_v	DRC	COD	-4.418857	15.381296				pre_treatment			
tshuapa_j	tshuapa_j	tshuapa_j	DRC	COD	-0.942772	22.856782				pre_treatment			
equateur_i	equateur_i	equateur_i	DRC	COD	0.169074	19.886586				pre_treatment			
sankuru_g	sankuru_g	sankuru_g	DRC	COD	-3.869741	22.221372				pre_treatment			
nord_kivu_j	nord_kivu_j	nord_kivu_j	DRC	COD	-1.123294	29.107918				pre_treatment			
sankuru_h	sankuru_h	sankuru_h	DRC	COD	-4.231014	22.679726				pre_treatment			
kinshasa_w	kinshasa_w	kinshasa_w	DRC	COD	-4.381173	15.281443				pre_treatment			
kasai_central_r	kasai_central_r	kasai_central_r	DRC	COD	-7.474855	22.395529				pre_treatment			
kongo_central_u	kongo_central_u	kongo_central_u	DRC	COD	-4.934852	14.135209				pre_treatment			
kasai_oriental_o	kasai_oriental_o	kasai_oriental_o	DRC	COD	-6.113958	23.560073				pre_treatment			
mongala_k	mongala_k	mongala_k	DRC	COD	2.435441	21.803833				pre_treatment			
maniema_y	maniema_y	maniema_y	DRC	COD	-4.179121	26.889418				pre_treatment			
kasai_p	kasai_p	kasai_p	DRC	COD	-2.981212	22.052815				pre_treatment			
tshopo_n	tshopo_n	tshopo_n	DRC	COD	1.254665	23.624374				pre_treatment			
kinshasa_x	kinshasa_x	kinshasa_x	DRC	COD	-4.41471	15.334627				pre_treatment			
kwilu_j	kwilu_j	kwilu_j	DRC	COD	-4.57668	18.477495				pre_treatment			
haut_lomami_l	haut_lomami_l	haut_lomami_l	DRC	COD	-9.459582	25.914888				pre_treatment			
haut_uele_k	haut_uele_k	haut_uele_k	DRC	COD	2.791433	27.616859				pre_treatment			
haut_lomami_m	haut_lomami_m	haut_lomami_m	DRC	COD	-8.513759	26.317004				pre_treatment			
ituri_p	ituri_p	ituri_p	DRC	COD	2.164259	30.920825				pre_treatment			
equateur_j	equateur_j	equateur_j	DRC	COD	1.140021	19.696474				pre_treatment			
haut_katanga_i	haut_katanga_i	haut_katanga_i	DRC	COD	-11.704964	27.509336				pre_treatment			
kasai_q	kasai_q	kasai_q	DRC	COD	-7.055197	21.539106				pre_treatment			
haut_katanga_j	haut_katanga_j	haut_katanga_j	DRC	COD	-9.388064	28.215131				pre_treatment			
mongala_l	mongala_l	mongala_l	DRC	COD	1.759391	20.395902				pre_treatment			
tanganyka_m	tanganyka_m	tanganyka_m	DRC	COD	-6.40574	26.135818				pre_treatment			
equateur_k	equateur_k	equateur_k	DRC	COD	-0.753271	18.12221				pre_treatment			
lomami_r	lomami_r	lomami_r	DRC	COD	-7.214941	23.740547				pre_treatment			
tshuapa_k	tshuapa_k	tshuapa_k	DRC	COD	0.960676	22.799166				pre_treatment			
kwilu_k	kwilu_k	kwilu_k	DRC	COD	-5.039808	18.807029				pre_treatment			
haut_katanga_k	haut_katanga_k	haut_katanga_k	DRC	COD	-10.152281	28.099922				pre_treatment			
haut_katanga_l	haut_katanga_l	haut_katanga_l	DRC	COD	-11.637341	27.540366				pre_treatment			
nord_kivu_k	nord_kivu_k	nord_kivu_k	DRC	COD	0.410083	29.209684				pre_treatment			
lualaba_k	lualaba_k	lualaba_k	DRC	COD	-10.689725	25.449004				pre_treatment			
sud_kivu_n	sud_kivu_n	sud_kivu_n	DRC	COD	-2.643248	28.631079				pre_treatment			
lomami_s	lomami_s	lomami_s	DRC	COD	-6.67985	23.863452				pre_treatment			
sud_kivu_o	sud_kivu_o	sud_kivu_o	DRC	COD	-1.95175	28.935487				pre_treatment			
kwilu_l	kwilu_l	kwilu_l	DRC	COD	-5.579413	17.725535				pre_treatment			
haut_uele_l	haut_uele_l	haut_uele_l	DRC	COD	2.665755	28.491543				pre_treatment			
kwilu_m	kwilu_m	kwilu_m	DRC	COD	-6.043364	19.354333				pre_treatment			
kinshasa_y	kinshasa_y	kinshasa_y	DRC	COD	-4.396131	15.352401				pre_treatment			
kasai_oriental_p	kasai_oriental_p	kasai_oriental_p	DRC	COD	-6.112508	23.608237				pre_treatment			
kongo_central_v	kongo_central_v	kongo_central_v	DRC	COD	-4.747202	13.076899				pre_treatment			
sankuru_i	sankuru_i	sankuru_i	DRC	COD	-4.276061	24.947432				pre_treatment			
sud_kivu_p	sud_kivu_p	sud_kivu_p	DRC	COD	-3.149225	28.285766				pre_treatment			
kasai_r	kasai_r	kasai_r	DRC	COD	-4.334283	20.661962				pre_treatment			
kinshasa_z	kinshasa_z	kinshasa_z	DRC	COD	-4.388355	15.376346				pre_treatment			
sud_kivu_q	sud_kivu_q	sud_kivu_q	DRC	COD	-2.514267	28.49744				pre_treatment			
sud_kivu_r	sud_kivu_r	sud_kivu_r	DRC	COD	-2.041109	28.691061				pre_treatment			
nord_kivu_l	nord_kivu_l	nord_kivu_l	DRC	COD	-1.708246	28.732401				pre_treatment			
kongo_central_w	kongo_central_w	kongo_central_w	DRC	COD	-5.837224	13.473603				pre_treatment			
sankuru_j	sankuru_j	sankuru_j	DRC	COD	-2.671778	22.298388				pre_treatment			
nord_ubangi_n	nord_ubangi_n	nord_ubangi_n	DRC	COD	3.74607	20.509206				pre_treatment			
sud_kivu_s	sud_kivu_s	sud_kivu_s	DRC	COD	-2.539011	28.750498				pre_treatment			
sud_kivu_t	sud_kivu_t	sud_kivu_t	DRC	COD	-3.389643	29.140571				pre_treatment			
kwilu_n	kwilu_n	kwilu_n	DRC	COD	-5.062523	18.812982				pre_treatment			
mongala_m	mongala_m	mongala_m	DRC	COD	1.244355	21.811382				pre_treatment			
kwilu_o	kwilu_o	kwilu_o	DRC	COD	-4.771755	17.903061				pre_treatment			
tshuapa_l	tshuapa_l	tshuapa_l	DRC	COD	-1.648154	20.748125				pre_treatment			
nord_kivu_m	nord_kivu_m	nord_kivu_m	DRC	COD	0.170512	29.364071				pre_treatment			
haut_katanga_m	haut_katanga_m	haut_katanga_m	DRC	COD	-11.706288	27.455826				pre_treatment			
mai_ndombe_n	mai_ndombe_n	mai_ndombe_n	DRC	COD	-2.820606	18.330347				pre_treatment			
lomami_t	lomami_t	lomami_t	DRC	COD	-6.515007	24.130655				pre_treatment			
equateur_l	equateur_l	equateur_l	DRC	COD	-0.006724	18.222535				pre_treatment			
kasai_central_s	kasai_central_s	kasai_central_s	DRC	COD	-6.559013	22.634969				pre_treatment			
