sample_uid,site_uid,iso3c,site_study_type,lat_n,lon_e,date_start,date_end
2733T-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2575A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2614A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2615A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2645A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2643A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2657A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2647A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2659A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2572A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2574A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2573A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2577A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2578A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2734A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2655A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2649A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2652A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2653A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2654A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2695A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2710A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2688A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2684A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2687A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2706A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2702A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2703A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2701A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2700A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2699A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2698A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2713A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2709A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2708A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2707A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2705A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2711A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2691A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2720A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2719A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2718A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2717A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2716A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2715A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2673A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2672A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2667A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2666A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2665A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2668A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2669A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2689A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2676A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2678A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2679A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2681A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2682A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2674A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2726A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2724A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2723A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2620A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2641A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2619A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2613A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2617A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2728A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2694A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2622A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2610A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2729A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2685DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2616A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2625A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2686A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2692A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2697A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2712DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2714A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2721A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2671A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2683DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2680A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2722A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2623A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2624A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2961A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2962A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2928A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2959A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2943A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2955A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2927A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2949A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2957A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2952A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2561DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2936A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2931A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2934A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2877A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2871A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2880A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2879A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2878A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2870A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2590A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2597A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2586A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2592A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2605A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2599A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2598A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2604A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2766A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2767A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2765A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2595A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2593DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2589DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2563A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2609A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2606DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2608DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2600DA-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2603A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2602A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2601A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2591A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2596A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2875A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2663A-EPHI-2,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2656A-EPHI-1,Tegede,ETH,community,13.33,36.75,2018 ,2018 
2426-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2424-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2296-DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2415-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2105-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2427-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2179A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2295-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2177A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2282A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2284A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2281A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2174A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2272A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2276A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2294-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2279DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2270A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2274A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2271A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2286A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2287A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2288A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2278A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2300-DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2493A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2037A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2032DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2090A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2137DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2077A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2116DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2112A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2482A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2480A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2435A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2138A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2469A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2454-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2213A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2269A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2290A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2291A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2283A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2280-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2293-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2251A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2024A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2001A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2035A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2027A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2489A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2083A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2016A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2076A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2108A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2497A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2490A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2111A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2144A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2132A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2432A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2433A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2393-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2080A-EPHI-1,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2443-DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2442-DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2466A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2465A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2487A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2486A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2481A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2451-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2479A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2470A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2181A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2180A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2464DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2241A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2456-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2430A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2431A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2463-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2175A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2172A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2176A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2452-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2297A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2298A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2453-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2455A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2214A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2186A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2438A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2462A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2459A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2441A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2457-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2446A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2447A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2440A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2460A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2461A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2428-A-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2091-DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
2171-DA-EPHI-2,West_Armachiho,ETH,community,13.39,36.45,2018 ,2018 
